date,ivf_turistico_servicios,lag_1,lag_2,lag_3,lag_4,roll_mean_2,roll_mean_4,q2,q3,q4,covid,trend,gasto_medio__excursionistas_fronterizos__en_automoviles__entrada,gasto_medio__excursionistas_fronterizos__en_automoviles__salida,gasto_medio__excursionistas_fronterizos__peatones__entrada,gasto_medio__excursionistas_fronterizos__peatones__salida,gasto_medio__turistas_de_internacion__via_aerea__entrada,gasto_medio__turistas_de_internacion__via_aerea__salida,gasto_medio__turistas_de_internacion__via_terrestre__entrada,gasto_medio__turistas_de_internacion__via_terrestre__salida,gasto_medio__turistas_fronterizos__en_automoviles__entrada,gasto_medio__turistas_fronterizos__en_automoviles__salida,gasto_medio__turistas_fronterizos__peatones__entrada,gasto_medio__turistas_fronterizos__peatones__salida,gasto_total__excursionistas_fronterizos__en_automoviles__entrada,gasto_total__excursionistas_fronterizos__en_automoviles__salida,gasto_total__excursionistas_fronterizos__peatones__entrada,gasto_total__excursionistas_fronterizos__peatones__salida,gasto_total__turistas_de_internacion__via_aerea__entrada,gasto_total__turistas_de_internacion__via_aerea__salida,gasto_total__turistas_de_internacion__via_terrestre__entrada,gasto_total__turistas_de_internacion__via_terrestre__salida,gasto_total__turistas_fronterizos__en_automoviles__entrada,gasto_total__turistas_fronterizos__en_automoviles__salida,gasto_total__turistas_fronterizos__peatones__entrada,gasto_total__turistas_fronterizos__peatones__salida,num_visitantes__excursionistas_fronterizos__en_automoviles__entrada,num_visitantes__excursionistas_fronterizos__en_automoviles__salida,num_visitantes__excursionistas_fronterizos__peatones__entrada,num_visitantes__excursionistas_fronterizos__peatones__salida,num_visitantes__turistas_de_internacion__via_aerea__entrada,num_visitantes__turistas_de_internacion__via_aerea__salida,num_visitantes__turistas_de_internacion__via_terrestre__entrada,num_visitantes__turistas_de_internacion__via_terrestre__salida,num_visitantes__turistas_fronterizos__en_automoviles__entrada,num_visitantes__turistas_fronterizos__en_automoviles__salida,num_visitantes__turistas_fronterizos__peatones__entrada,num_visitantes__turistas_fronterizos__peatones__salida
1994-01-01,63.4,66.2,64.6,64.8,60.6,65.39999999999999,64.05,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,420.7709999999994,1114.4132857142858,575.5339999999998,0.0,72.53771428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94850878.17142852,0.0,0.0,0.0,11603355.514285715,7314671.157142856,2275815.957142855,1629075.157142857,2614421.8142857137,0.0,0.0,0.0,457989.5142857137,1027177.1285714286,59971.99999999988,644255.0857142857,622659.8142857141
1994-04-01,67.9,63.4,66.2,64.6,64.8,64.8,64.75,1,0,0,0,5,0.0,0.0,0.0,0.0,0.0,554.6995714285711,1020.0490000000002,594.0268571428569,0.0,52.18914285714291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102900355.45714286,0.0,0.0,0.0,9622350.65714286,6963875.157142857,1263668.8142857137,1508447.5857142855,2225556.1,0.0,0.0,0.0,484314.2285714279,994766.8428571434,0.0,627256.3714285714,574773.0999999999
1994-07-01,68.5,67.9,63.4,66.2,64.6,65.65,65.525,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,554.2211607142856,1024.0529464285714,629.8423214285714,0.0,48.16785714285727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174381469.7678575,0.0,0.0,0.0,9936656.892857151,6929641.901785715,1951896.6875000044,1461267.705357143,2195617.205357144,0.0,0.0,0.0,683503.982142858,1448288.4910714312,106412.50000000084,666757.7321428574,582045.794642857
1994-10-01,69.0,68.5,67.9,63.4,66.2,68.19999999999999,66.5,0,0,1,0,7,0.0,0.0,0.0,0.0,0.0,746.7699107142848,951.6441964285718,635.572321428571,0.0,96.91285714285708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2779077.8035713136,224543956.51785648,0.0,284162.3124999255,0.0,13214633.642857136,7617080.526785712,2953053.3124999925,1751161.5803571425,2779504.0803571413,0.0,0.0,71295.70535714144,913388.9821428546,1542037.6160714263,193353.749999999,729231.7321428567,615899.9196428568
1995-01-01,62.0,69.0,68.5,67.9,63.4,68.75,67.2,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,488.25632142857086,1113.6511785714283,578.1056428571427,0.0,78.2619285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99218957.0071428,0.0,0.0,0.0,11827687.7,7257490.860714285,2477382.382142856,1634808.217857143,2620411.2749999994,0.0,0.0,0.0,477728.12857142807,1103572.7107142855,92020.99999999988,645853.7,611809.4535714284
1995-04-01,61.2,62.0,69.0,68.5,67.9,65.5,66.85,1,0,0,0,9,0.0,0.0,0.0,0.0,0.0,622.1848928571425,1019.286892857143,596.5984999999998,0.0,57.9133571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107268434.29285714,0.0,0.0,0.0,9846682.842857148,6906694.860714286,1465235.2392857138,1514180.6464285713,2231545.5607142854,0.0,0.0,0.0,504052.8428571422,1071162.4250000005,0.0,628854.9857142856,563922.7392857141
1995-07-01,60.8,61.2,62.0,69.0,68.5,61.599999999999994,65.175,0,1,0,0,10,0.0,0.0,0.0,0.0,0.0,621.706482142857,1023.2908392857144,632.4139642857142,0.0,53.89207142857156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178749548.6035718,0.0,0.0,0.0,10160989.07857144,6872461.605357143,2153463.1125000045,1467000.7660714288,2201606.6660714294,0.0,0.0,0.0,703242.5964285723,1524684.0732142883,138461.50000000084,668356.3464285717,571195.4339285714
1995-10-01,63.3,60.8,61.2,62.0,69.0,60.99999999999999,63.25,0,0,1,0,11,0.0,0.0,0.0,0.0,0.0,814.2552321428564,950.8820892857148,638.1439642857139,0.0,102.63707142857136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16985729.860714167,228912035.3535708,0.0,3740112.4374999255,0.0,13438965.82857142,7559900.23035714,3154619.7374999924,1756894.6410714278,2785493.541071427,0.0,0.0,114426.11607142724,933127.5964285688,1618433.1982142834,225402.749999999,730830.346428571,605049.5589285712
1996-01-01,60.6,63.3,60.8,61.2,62.0,62.04999999999999,61.825,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,555.7416428571423,1112.8890714285717,580.6772857142855,0.0,83.98614285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103587035.8428571,0.0,0.0,0.0,12052019.885714289,7200310.564285713,2678948.807142856,1640541.2785714285,2626400.735714285,0.0,0.0,0.0,497466.7428571424,1179968.2928571429,124069.9999999999,647452.3142857143,600959.0928571427
1996-04-01,61.6,60.6,63.3,60.8,61.2,61.94999999999999,61.475,1,0,0,0,13,0.0,0.0,0.0,0.0,0.0,689.6702142857139,1018.524785714286,599.1701428571427,0.0,63.63757142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111636513.12857144,0.0,0.0,0.0,10071015.028571432,6849514.564285714,1666801.6642857138,1519913.707142857,2237535.021428571,0.0,0.0,0.0,523791.45714285655,1147558.0071428576,22700.714285714348,630453.6,553072.3785714285
1996-07-01,60.5,61.6,60.6,63.3,60.8,61.099999999999994,61.574999999999996,0,1,0,0,14,0.0,0.0,0.0,0.0,0.0,689.1918035714284,1022.5287321428572,634.9856071428571,0.0,59.61628571428584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183117627.43928608,0.0,0.0,0.0,10385321.264285725,6815281.308928572,2355029.5375000043,1472733.8267857144,2207596.126785715,0.0,0.0,0.0,722981.2107142867,1601079.6553571457,170510.50000000084,669954.960714286,560345.0732142857
1996-10-01,63.4,60.5,61.6,60.6,63.3,61.05,61.5,0,0,1,0,15,0.0,0.0,0.0,0.0,0.0,881.7405535714278,950.1199821428576,640.7156071428567,0.0,108.36128571428569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31192381.91785702,233280114.18928504,0.0,7196062.5624999255,0.0,13663298.014285706,7502719.933928569,3356186.162499992,1762627.7017857137,2791483.001785713,0.0,0.0,157556.52678571292,952866.2107142832,1694828.7803571406,257451.749999999,732428.9607142853,594199.1982142854
1997-01-01,63.1,63.4,60.5,61.6,60.6,61.94999999999999,61.525,0,0,0,0,16,0.0,0.0,0.0,0.0,62.16285714285732,623.2269642857137,1112.1269642857144,583.2489285714285,0.0,89.71035714285718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107955114.67857136,0.0,0.0,0.0,12276352.071428573,7143130.267857142,2880515.2321428554,1646274.339285714,2632390.196428571,0.0,0.0,0.0,517205.3571428567,1256363.875,156118.99999999988,649050.9285714285,590108.7321428569
1997-04-01,64.6,63.1,63.4,60.5,61.6,63.24999999999999,62.15,1,0,0,0,17,0.0,0.0,0.0,0.0,0.0,757.1555357142854,1017.7626785714288,601.7417857142855,0.0,69.36178571428576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116004591.96428572,0.0,0.0,0.0,10295347.214285718,6792334.267857143,1868368.0892857136,1525646.7678571427,2243524.482142857,0.0,0.0,0.0,543530.0714285709,1223953.5892857148,54749.71428571436,632052.2142857143,542222.0178571427
1997-07-01,64.1,64.6,63.1,63.4,60.5,63.849999999999994,62.9,0,1,0,0,18,0.0,0.0,0.0,0.0,0.0,756.6771249999999,1021.766625,637.55725,0.0,65.34050000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187485706.2750004,0.0,0.0,0.0,10609653.45000001,6758101.012500001,2556595.962500005,1478466.8875000002,2213585.587500001,0.0,0.0,0.0,742719.8250000009,1677475.2375000026,202559.50000000084,671553.5750000003,549494.7124999999
1997-10-01,65.7,64.1,64.6,63.1,63.4,64.35,63.8,0,0,1,0,19,0.0,0.0,0.0,0.0,0.0,949.2258749999992,949.3578750000004,643.2872499999996,0.0,114.08549999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45399033.974999845,237648193.0249993,0.0,10652012.687499924,0.0,13887630.199999992,7445539.637499997,3557752.5874999925,1768360.7624999993,2797472.4624999985,0.0,0.0,200686.9374999986,972604.8249999976,1771224.3624999975,289500.74999999907,734027.5749999996,583348.8374999997
1998-01-01,65.4,65.7,64.1,64.6,63.1,64.9,64.375,0,0,0,0,20,0.0,0.0,0.0,0.0,198.38828571428587,690.7122857142851,1111.364857142857,585.8205714285713,0.0,95.43457142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112323193.51428568,0.0,0.0,0.0,12500684.25714286,7085949.97142857,3082081.657142855,1652007.4,2638379.6571428566,0.0,0.0,0.0,536943.971428571,1332759.4571428571,188167.9999999999,650649.5428571429,579258.3714285713
1998-04-01,67.0,65.4,65.7,64.1,64.6,65.55000000000001,64.95,1,0,0,0,21,0.0,0.0,0.0,0.0,0.0,824.6408571428567,1017.0005714285716,604.3134285714284,0.0,75.08600000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120372670.8,0.0,0.0,0.0,10519679.400000004,6735153.971428571,2069934.514285714,1531379.8285714283,2249513.9428571425,0.0,0.0,0.0,563268.6857142851,1300349.171428572,86798.71428571436,633650.8285714285,531371.657142857
1998-07-01,67.5,67.0,65.4,65.7,64.1,66.2,65.55,0,1,0,0,22,0.0,0.0,0.0,0.0,0.0,824.1624464285713,1021.0045178571428,640.1288928571428,0.0,71.06471428571442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191853785.11071467,0.0,0.0,0.0,10833985.635714296,6700920.716071429,2758162.387500005,1484199.948214286,2219575.0482142866,0.0,0.0,0.0,762458.4392857152,1753870.8196428595,234608.50000000084,673152.1892857146,538644.3517857143
1998-10-01,68.1,67.5,67.0,65.4,65.7,67.25,66.4,0,0,1,0,23,0.0,0.0,0.0,0.0,0.0,1016.7111964285706,948.5957678571432,645.8588928571425,0.0,119.80971428571424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59605686.0321427,242016271.86071363,0.0,14107962.812499924,0.0,14111962.385714278,7388359.341071426,3759319.0124999927,1774093.823214285,2803461.923214284,0.0,0.0,243817.3482142844,992343.439285712,1847619.9446428549,321549.74999999907,735626.189285714,572498.476785714
1999-01-01,68.3,68.1,67.5,67.0,65.4,67.8,67.0,0,0,0,0,24,0.0,0.0,0.0,0.0,334.6137142857144,758.1976071428567,1110.60275,588.3922142857141,0.0,101.15878571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116691272.34999996,0.0,0.0,0.0,12725016.442857144,7028769.674999999,3283648.0821428555,1657740.4607142855,2644369.1178571424,0.0,0.0,0.0,556682.5857142853,1409155.0392857145,220216.9999999999,652248.1571428571,568408.0107142855
1999-04-01,69.0,68.3,68.1,67.5,67.0,68.19999999999999,67.725,1,0,0,0,25,0.0,0.0,0.0,0.0,57.14942857142876,892.1261785714282,1016.2384642857144,606.8850714285712,0.0,80.81021428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124740749.6357143,0.0,0.0,0.0,10744011.58571429,6677973.675,2271500.939285714,1537112.889285714,2255503.4035714283,0.0,0.0,0.0,583007.2999999995,1376744.753571429,118847.71428571436,635249.4428571429,520521.2964285713
1999-07-01,68.7,69.0,68.3,68.1,67.5,68.65,68.225,0,1,0,0,26,0.0,0.0,0.0,0.0,21.29285714285697,891.6477678571428,1020.2424107142858,642.7005357142857,0.0,76.7889285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196221863.94642892,0.0,0.0,0.0,11058317.821428582,6643740.419642858,2959728.8125000047,1489933.0089285716,2225564.5089285723,0.0,0.0,0.0,782197.0535714296,1830266.4017857169,266657.5000000008,674750.8035714289,527793.9910714285
1999-10-01,68.9,68.7,69.0,68.3,68.1,68.85,68.52499999999999,0,0,1,0,27,0.0,0.0,0.0,0.0,56.05035714285793,1084.196517857142,947.833660714286,648.4305357142853,0.0,125.53392857142852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73812338.08928555,246384350.6964279,0.0,17563912.937499925,0.0,14336294.571428563,7331179.0446428545,3960885.437499993,1779826.883928571,2809451.38392857,0.0,0.0,286947.7589285701,1012082.053571426,1924015.526785712,353598.74999999907,737224.8035714282,561648.1160714283
2000-01-01,70.8,68.9,68.7,69.0,68.3,68.80000000000001,68.72500000000001,0,0,0,0,28,0.0,0.0,0.0,0.0,470.839142857143,825.6829285714281,1109.840642857143,590.963857142857,0.0,106.88300000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121059351.18571424,0.0,2005099.107142873,0.0,12949348.628571428,6971589.378571427,3485214.507142856,1663473.5214285713,2650358.578571428,0.0,0.0,0.0,576421.1999999996,1485550.6214285714,252265.9999999999,653846.7714285714,557557.6499999998
2000-04-01,72.9,70.8,68.9,68.7,69.0,69.85,69.35,1,0,0,0,29,0.0,0.0,0.0,0.0,193.3748571428573,959.6114999999996,1015.4763571428572,609.4567142857142,0.0,86.53442857142862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129108828.4714286,0.0,0.0,0.0,10968343.771428574,6620793.378571428,2473067.364285714,1542845.95,2261492.864285714,0.0,0.0,0.0,602745.9142857138,1453140.3357142862,150896.71428571438,636848.0571428571,509670.9357142856
2000-07-01,71.9,72.9,70.8,68.9,68.7,71.85,70.325,0,1,0,0,30,0.0,0.0,0.0,0.0,157.51828571428564,959.1330892857144,1019.4803035714286,645.2721785714285,0.0,82.51314285714298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200589942.78214324,0.0,0.0,0.0,11282650.007142868,6586560.123214287,3161295.237500005,1495666.0696428574,2231553.969642858,0.0,0.0,0.0,801935.6678571438,1906661.983928574,298706.5000000009,676349.4178571432,516943.6303571428
2000-10-01,72.0,71.9,72.9,70.8,68.9,72.4,71.125,0,0,1,0,31,0.0,0.0,0.0,0.0,192.2757857142864,1151.6818392857135,947.071553571429,651.0021785714282,0.0,131.2581428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88018990.1464284,250752429.53214225,0.0,21019863.062499925,0.0,14560626.75714285,7273998.748214283,4162451.862499992,1785559.9446428565,2815440.844642855,0.0,0.0,330078.1696428559,1031820.6678571404,2000411.108928569,385647.7499999991,738823.4178571424,550797.7553571425
2001-01-01,73.5,72.0,71.9,72.9,70.8,71.95,71.9,0,0,0,0,32,0.0,0.0,0.0,0.0,607.0645714285715,893.1682499999995,1109.078535714286,593.5354999999998,0.0,112.60721428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125427430.02142854,0.0,5461049.232142873,0.0,13173680.814285714,6914409.082142856,3686780.932142856,1669206.5821428571,2656348.039285714,0.0,0.0,0.0,596159.814285714,1561946.2035714283,284314.9999999999,655445.3857142857,546707.2892857142
2001-04-01,73.3,73.5,72.0,71.9,72.9,72.75,72.575,1,0,0,0,33,0.0,0.0,0.0,0.0,329.600285714286,1027.096821428571,1014.7142500000002,612.028357142857,0.0,92.2586428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133476907.30714288,0.0,0.0,0.0,11192675.95714286,6563613.082142857,2674633.789285714,1548579.0107142855,2267482.325,0.0,0.0,0.0,622484.528571428,1529535.917857143,182945.7142857144,638446.6714285715,498820.5749999999
2001-07-01,70.7,73.3,73.5,72.0,71.9,73.4,72.675,0,1,0,0,34,0.0,0.0,0.0,0.0,293.7437142857141,1026.6184107142858,1018.7181964285714,647.8438214285715,0.0,88.23735714285726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6583674.453571886,204958021.61785755,0.0,3428801.062500123,0.0,11506982.192857154,6529379.826785715,3362861.6625000047,1501399.130357143,2237543.430357144,0.0,0.0,0.0,821674.2821428581,1983057.5660714312,330755.5000000009,677948.0321428574,506093.26964285714
2001-10-01,70.1,70.7,73.3,73.5,72.0,72.0,72.375,0,0,1,0,35,0.0,0.0,0.0,0.0,328.50121428571504,1219.1671607142848,946.3094464285718,653.573821428571,0.0,136.9823571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102225642.20357126,255120508.3678565,0.0,24475813.187499925,0.0,14784958.942857135,7216818.451785712,4364018.287499992,1791293.005357142,2821430.3053571414,0.0,0.0,373208.5803571416,1051559.2821428548,2076806.6910714265,417696.7499999991,740422.0321428567,539947.3946428569
2002-01-01,70.0,70.1,70.7,73.3,73.5,70.4,71.9,0,0,0,0,36,0.0,0.0,0.0,0.0,743.29,960.6535714285708,1108.3164285714286,596.1071428571427,0.0,118.3314285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129795508.85714284,0.0,8916999.357142873,0.0,13398013.0,6857228.7857142845,3888347.357142856,1674939.6428571427,2662337.4999999995,0.0,0.0,0.0,615898.4285714282,1638341.7857142857,316363.99999999994,657044.0,535856.9285714284
2002-04-01,72.2,70.0,70.1,70.7,73.3,70.05,71.025,1,0,0,0,37,0.0,0.0,0.0,0.0,465.8257142857144,1094.5821428571426,1013.952142857143,614.5999999999999,0.0,97.98285714285718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6106120.7142858505,137844986.1428572,0.0,0.0,0.0,11417008.142857146,6506432.785714285,2876200.214285714,1554312.0714285714,2273471.785714285,0.0,0.0,24234.35714285681,642223.1428571424,1605931.5000000005,214994.7142857144,640045.2857142857,487970.2142857141
2002-07-01,70.1,72.2,70.0,70.1,70.7,71.1,70.75,0,1,0,0,38,0.0,0.0,0.0,0.0,429.96914285714274,1094.103732142857,1017.9560892857144,650.4154642857143,0.0,93.96157142857156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20790326.51071471,209326100.45357183,0.0,6884751.187500123,0.0,11731314.37857144,6472199.530357144,3564428.087500005,1507132.1910714288,2243532.891071429,0.0,0.0,14683.86607142887,841412.8964285725,2059453.1482142883,362804.5000000009,679546.6464285718,495242.9089285714
2002-10-01,72.0,70.1,72.2,70.0,70.1,71.15,70.6,0,0,1,0,39,0.0,0.0,0.0,0.0,464.7266428571435,1286.6524821428563,945.5473392857148,656.1454642857138,0.0,142.70657142857138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116432294.26071411,259488587.2035708,0.0,27931763.312499925,0.0,15009291.12857142,7159638.15535714,4565584.712499993,1797026.066071428,2827419.7660714267,0.0,0.0,416338.9910714272,1071297.896428569,2153202.2732142834,449745.7499999991,742020.6464285711,529097.0339285712
2003-01-01,72.5,72.0,70.1,72.2,70.0,71.05,71.075,0,0,0,0,40,0.0,0.0,0.0,0.0,879.5154285714286,1028.1388928571423,1107.5543214285717,598.6787857142856,0.0,124.05564285714289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134163587.69285712,0.0,12372949.482142871,0.0,13622345.185714286,6800048.489285713,4089913.782142856,1680672.7035714283,2668326.9607142853,0.0,0.0,0.0,635637.0428571425,1714737.3678571428,348412.99999999994,658642.6142857143,525006.5678571428
2003-04-01,72.4,72.5,72.0,70.1,72.2,72.25,71.7,1,0,0,0,41,0.0,0.0,0.0,0.0,602.0511428571431,1162.067464285714,1013.1900357142858,617.1716428571427,0.0,103.70707142857148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20312772.771428674,142213064.97857147,0.0,0.0,0.0,11641340.328571431,6449252.489285714,3077766.6392857144,1560045.132142857,2279461.246428571,0.0,0.0,67364.76785714249,661961.7571428567,1682327.0821428574,247043.7142857144,641643.9,477119.85357142845
2003-07-01,69.6,72.4,72.5,72.0,70.1,72.45,71.75,0,1,0,0,42,0.0,0.0,0.0,0.0,566.1945714285712,1161.5890535714284,1017.1939821428572,652.9871071428572,0.0,99.68578571428584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34996978.56785756,213694179.2892861,0.0,10340701.312500125,0.0,11955646.564285723,6415019.233928572,3765994.512500005,1512865.2517857144,2249522.351785715,0.0,0.0,57814.27678571455,861151.5107142867,2135848.7303571454,394853.5000000009,681145.260714286,484392.5482142857
2003-10-01,72.0,69.6,72.4,72.5,72.0,71.0,71.625,0,0,1,0,43,0.0,0.0,0.0,0.0,600.9520714285723,1354.137803571428,944.7852321428576,658.7171071428568,0.0,148.43078571428566,0.0,6.488071428571431,0.0,0.0,0.0,0.0,0.0,0.0,130638946.31785697,263856666.03928503,0.0,31387713.437499925,0.0,15233623.314285709,7102457.858928569,4767151.137499993,1802759.1267857137,2833409.226785713,0.0,0.0,459469.4017857129,1091036.5107142832,2229597.855357141,481794.7499999991,743619.2607142853,518246.6732142855
2004-01-01,74.5,72.0,69.6,72.4,72.5,70.8,71.625,0,0,0,0,44,0.0,0.0,0.0,0.0,1015.7408571428572,1095.6242142857138,1106.7922142857144,601.2504285714284,0.0,129.77985714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847335.1142858565,138531666.52857143,0.0,15828899.607142871,0.0,13846677.371428572,6742868.192857142,4291480.207142856,1686405.764285714,2674316.421428571,0.0,0.0,0.0,655375.6571428569,1791132.95,380462.0,660241.2285714286,514156.207142857
2004-04-01,75.9,74.5,72.0,69.6,72.4,73.25,72.125,1,0,0,0,45,0.0,0.0,0.0,0.0,738.2765714285715,1229.5527857142854,1012.4279285714288,619.7432857142855,0.0,109.43128571428576,0.0,0.0552857142857448,0.0,0.0,0.0,0.0,0.0,0.0,34519424.82857153,146581143.81428576,0.0,2593077.7500000224,0.0,11865672.514285715,6392072.192857143,3279333.064285714,1565778.1928571428,2285450.707142857,0.0,0.0,110495.17857142816,681700.371428571,1758722.6642857147,279092.7142857144,643242.5142857144,466269.4928571428
2004-07-01,73.6,75.9,74.5,72.0,69.6,75.2,73.0,0,1,0,0,46,0.0,0.0,0.0,0.0,702.4199999999998,1229.074375,1016.431875,655.55875,0.0,105.41000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49203630.62500042,218062258.1250004,0.0,13796651.437500129,0.0,12179978.750000011,6357838.937500001,3967560.937500005,1518598.3125000002,2255511.812500001,0.0,0.0,100944.68750000036,880890.125000001,2212244.312500003,426902.5000000009,682743.8750000003,473542.1875
2004-10-01,76.9,73.6,75.9,74.5,72.0,74.75,74.0,0,0,1,0,47,0.0,0.0,0.0,0.0,737.1775000000007,1421.6231249999992,944.0231250000004,661.2887499999996,0.0,154.15499999999994,0.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,144845598.37499982,268224744.87499937,0.0,34843663.562499925,0.0,15457955.499999993,7045277.562499997,4968717.562499993,1808492.1874999995,2839398.687499998,0.0,0.0,502599.8124999987,1110775.1249999977,2305993.4374999977,513843.7499999991,745217.8749999997,507396.31249999977
2005-01-01,77.9,76.9,73.6,75.9,74.5,75.25,75.225,0,0,0,0,48,0.0,0.0,0.0,0.0,1151.9662857142855,1163.1095357142854,1106.030107142857,603.8220714285713,0.0,135.50407142857145,0.0,7.65864285714288,0.0,0.0,0.0,0.0,0.0,0.0,16053987.17142871,142899745.3642857,0.0,19284849.732142866,0.0,14071009.557142856,6685687.89642857,4493046.632142856,1692138.825,2680305.8821428567,0.0,0.0,0.0,675114.2714285711,1867528.532142857,412511.0,661839.8428571429,503305.84642857127
